full_name,level,family,label,eco_codes,canonical_pgn
Winawer Variation: Alekhine-Maróczy Gambit,2,French Defense,Alekhine-Maróczy Gambit,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2
Winawer Variation: Bogoljubow Variation,2,French Defense,Bogoljubow Variation,C17,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2
Winawer Variation: Bogoljubow Variation: Icelandic Defense,3,French Defense,Icelandic Defense,C17,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2 Ne7 6. f4
Winawer Variation: Classical Variation,2,French Defense,Classical Variation,C18,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qc7
Winawer Variation: Delayed Exchange Variation,2,French Defense,Delayed Exchange Variation,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5
Winawer Variation: Eingorn Variation,2,French Defense,Eingorn Variation,C19,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Kf8
Winawer Variation: Exchange Variation,2,French Defense,Exchange Variation,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5 exd5 5. Bd3 Ne7 6. Qh5
Winawer Variation: Exchange Variation: Canal Attack,3,French Defense,Canal Attack,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5 exd5 5. Bd3 Ne7 6. Qh5
Winawer Variation: Fingerslip Variation,2,French Defense,Fingerslip Variation,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2
Winawer Variation: Fingerslip Variation: Kunin Double Gambit,3,French Defense,Kunin Double Gambit,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Qxd4
Winawer Variation: Fingerslip Variation: Main Line,3,French Defense,Main Line,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Nf6 6. Qxg7 Rg8 7. Qh6
Winawer Variation: Fingerslip Variation: Schwarz's Line,3,French Defense,Schwarz's Line,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 Ne7 5. Nb1
Winawer Variation: Kondratiyev Variation,2,French Defense,Kondratiyev Variation,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd3 c5 5. exd5 Qxd5 6. Bd2
Winawer Variation: Maróczy-Wallis Variation,2,French Defense,Maróczy-Wallis Variation,C17,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3
Winawer Variation: Petrosian Variation,2,French Defense,Petrosian Variation,C16,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 Qd7
Winawer Variation: Poisoned Pawn Variation,2,French Defense,Poisoned Pawn Variation,C19,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7
Winawer Variation: Poisoned Pawn Variation: Main Line,3,French Defense,Main Line,C19,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Ne2
Winawer Variation: Poisoned Pawn Variation: Paoli Variation,3,French Defense,Paoli Variation,C19,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Kd1
Winawer Variation: Portisch-Hook Variation,2,French Defense,Portisch-Hook Variation,C18,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qa5
Winawer Variation: Positional Variation,2,French Defense,Positional Variation,C19,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Nf3
Winawer Variation: Retreat Variation,2,French Defense,Retreat Variation,C17,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5
Winawer Variation: Retreat Variation: Armenian Line,3,French Defense,Armenian Line,C17,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5 6. b4 cxd4
Winawer Variation: Warsaw Variation,2,French Defense,Warsaw Variation,C19,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 O-O
Winawer Variation: Winckelmann-Reimer Gambit,2,French Defense,Winckelmann-Reimer Gambit,C15,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 dxe4 6. f3
Wing Gambit,1,French Defense,Wing Gambit,C00,1. e4 e6 2. Nf3 d5 3. e5 c5 4. b4
Fried Fox Defense,0,Fried Fox Defense,Fried Fox Defense,B00,1. e4 f6 2. d4 Kf7
Global Opening,0,Global Opening,Global Opening,A00,1. h3 e5 2. a3
Goldsmith Defense,0,Goldsmith Defense,Goldsmith Defense,B00,1. e4 h5
Picklepuss Defense,1,Goldsmith Defense,Picklepuss Defense,B00,1. e4 h5 2. d4 Nf6
Grob Opening,0,Grob Opening,Grob Opening,A00,1. g4
Alessi Gambit,1,Grob Opening,Alessi Gambit,A00,1. g4 f5
Double Grob,1,Grob Opening,Double Grob,A00,1. g4 g5
Double Grob: Coca-Cola Gambit,2,Grob Opening,Coca-Cola Gambit,A00,1. g4 g5 2. f4
Grob Gambit,1,Grob Opening,Grob Gambit,A00,1. g4 d5 2. Bg2
Grob Gambit: Basman Gambit,2,Grob Opening,Basman Gambit,A00,1. g4 d5 2. Bg2 h5 3. gxh5
Grob Gambit: Fritz Gambit,2,Grob Opening,Fritz Gambit,A00,1. g4 d5 2. Bg2 Bxg4 3. c4
Grob Gambit: Fritz Gambit: Romford Countergambit,3,Grob Opening,Romford Countergambit,A00,1. g4 d5 2. Bg2 Bxg4 3. c4 d4 4. Bxb7 Nd7 5. Bxa8 Qxa8
Grob Gambit: Keres Gambit,2,Grob Opening,Keres Gambit,A00,1. g4 d5 2. Bg2 e5 3. d4 exd4 4. c3
Grob Gambit: Richter-Grob Gambit,2,Grob Opening,Richter-Grob Gambit,A00,1. g4 d5 2. Bg2 c6 3. c4 dxc4 4. b3
Grob Gambit Declined,1,Grob Opening,Grob Gambit Declined,A00,1. g4 d5 2. Bg2 c6
Keene Defense,1,Grob Opening,Keene Defense,A00,1. g4 d5 2. h3 e5 3. Bg2 c6
Keene Defense: Main Line,2,Grob Opening,Main Line,A00,1. g4 d5 2. h3 e5 3. Bg2 c6 4. d4 e4 5. c4 Bd6 6. Nc3 Ne7
London Defense,1,Grob Opening,London Defense,A00,1. g4 e5 2. h3 Nc6
Romford Countergambit,1,Grob Opening,Romford Countergambit,A00,1. g4 d5 2. Bg2 Bxg4 3. c4 d4
Spike,1,Grob Opening,Spike,A00,1. g4 e5 2. Bg2 d5 3. c4
Spike: Hurst Attack,2,Grob Opening,Hurst Attack,A00,1. g4 e5 2. Bg2 d5 3. c4
Spike Attack,1,Grob Opening,Spike Attack,A00,1. g4 d5 2. Bg2 c6 3. g5
Zilbermints Gambit,1,Grob Opening,Zilbermints Gambit,A00,1. g4 d5 2. e4 dxe4 3. Nc3
Zilbermints Gambit: Schiller Defense,2,Grob Opening,Schiller Defense,A00,1. g4 d5 2. e4 dxe4 3. Nc3 h5
Zilbermints Gambit: Zilbermints-Hartlaub Gambit,2,Grob Opening,Zilbermints-Hartlaub Gambit,A00,1. g4 d5 2. e4 dxe4 3. Nc3 e5 4. d3
Grünfeld Defense,0,Grünfeld Defense,Grünfeld Defense,A56|D80|D81|D82|D83|D84|D85|D86|D87|D88|D89|D90|D91|D92|D93|D94|D95|D96|D97|D98|D99|E60,1. d4 Nf6 2. c4 g6 3. Nc3 d5
Botvinnik Variation,1,Grünfeld Defense,Botvinnik Variation,D95,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. e3 O-O 6. Qb3 e6
Brinckmann Attack,1,Grünfeld Defense,Brinckmann Attack,D82|D83|D84,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4
Brinckmann Attack: Grünfeld Gambit,2,Grünfeld Defense,Grünfeld Gambit,D83,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O
Brinckmann Attack: Grünfeld Gambit: Botvinnik Variation,3,Grünfeld Defense,Botvinnik Variation,D83,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O 6. Rc1 c5 7. dxc5 Be6
Brinckmann Attack: Grünfeld Gambit: Capablanca Variation,3,Grünfeld Defense,Capablanca Variation,D83,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O 6. Rc1
Brinckmann Attack: Grünfeld Gambit Accepted,2,Grünfeld Defense,Grünfeld Gambit Accepted,D84,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O 6. cxd5 Nxd5 7. Nxd5 Qxd5 8. Bxc7
Brinckmann Attack: Reshevsky Gambit,2,Grünfeld Defense,Reshevsky Gambit,D83,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. Rc1 O-O 6. e3 c5 7. dxc5 Qa5
Counterthrust Variation,1,Grünfeld Defense,Counterthrust Variation,E60,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5
Exchange Variation,1,Grünfeld Defense,Exchange Variation,D85|D86|D87|D88|D89,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5
Exchange Variation: Classical Variation,2,Grünfeld Defense,Classical Variation,D86,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4
Exchange Variation: Larsen Variation,2,Grünfeld Defense,Larsen Variation,D86,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 O-O 8. Ne2 Qd7
Exchange Variation: Modern Exchange Variation,2,Grünfeld Defense,Modern Exchange Variation,D85,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3
Exchange Variation: Modern Exchange Variation: Kramnik's Line,3,Grünfeld Defense,Kramnik's Line,D85,1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. Nc3 d5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 c5 8. h3
Exchange Variation: Modern Exchange Variation: Pawn Grab Line,3,Grünfeld Defense,Pawn Grab Line,D85,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3 c5 8. Rb1 O-O 9. Be2 Nc6 10. d5 Bxc3+
Exchange Variation: Nadanian Attack,2,Grünfeld Defense,Nadanian Attack,D85,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. Na4
Exchange Variation: Seville Variation,2,Grünfeld Defense,Seville Variation,D87,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 c5 8. Ne2 Nc6 9. Be3 O-O 10. O-O Bg4 11. f3 Na5 12. Bxf7+
Exchange Variation: Simagin's Improved Variation,2,Grünfeld Defense,Simagin's Improved Variation,D86,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 O-O 8. Ne2 Nc6
Exchange Variation: Simagin's Lesser Variation,2,Grünfeld Defense,Simagin's Lesser Variation,D86,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 O-O 8. Ne2 b6
Exchange Variation: Sokolsky Variation,2,Grünfeld Defense,Sokolsky Variation,D89,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 c5 8. Ne2 O-O 9. O-O Nc6 10. Be3 Bg4 11. f3 Na5 12. Bd3 cxd4 13. cxd4 Be6 14. d5
Exchange Variation: Spassky Variation,2,Grünfeld Defense,Spassky Variation,D87|D88|D89,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 c5 8. Ne2 O-O
Flohr Defense,1,Grünfeld Defense,Flohr Defense,D94,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 g6 5. Nf3 Bg7 6. Bd3 O-O 7. O-O Bf5
Flohr Variation,1,Grünfeld Defense,Flohr Variation,D90,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qa4+
Gibbon Gambit,1,Grünfeld Defense,Gibbon Gambit,D80,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. g4
Lundin Variation,1,Grünfeld Defense,Lundin Variation,D80,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bg5 Ne4 5. Nxe4 dxe4 6. Qd2 c5
Lutikov Variation,1,Grünfeld Defense,Lutikov Variation,D80,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. f3
Lutikov Variation: Murrey Attack,2,Grünfeld Defense,Murrey Attack,D80,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. f3 c5 5. cxd5 Nxd5 6. Na4
Makogonov Variation,1,Grünfeld Defense,Makogonov Variation,D94,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. e3 O-O 6. b4
Opocensky Variation,1,Grünfeld Defense,Opocensky Variation,D94,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. e3 O-O 6. Bd2
Pachman Variation,1,Grünfeld Defense,Pachman Variation,D95,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. e3 Bg7 5. Qb3 dxc4 6. Bxc4 O-O 7. Nf3 Nbd7 8. Ng5
Russian Variation,1,Grünfeld Defense,Russian Variation,D81|D96|D97|D98|D99,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3
Russian Variation: Accelerated Variation,2,Grünfeld Defense,Accelerated Variation,D81,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Qb3
Russian Variation: Byrne Variation,2,Grünfeld Defense,Byrne Variation,D97,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Nc6
Russian Variation: Hungarian Variation,2,Grünfeld Defense,Hungarian Variation,D97,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 a6
Russian Variation: Keres Variation,2,Grünfeld Defense,Keres Variation,D98,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Bg4 8. Be3 Nfd7 9. Be2 Nb6 10. Qd3 Nc6 11. O-O-O
Russian Variation: Levenfish Variation,2,Grünfeld Defense,Levenfish Variation,D97,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 b6
Russian Variation: Prins Variation,2,Grünfeld Defense,Prins Variation,D97,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Na6
Russian Variation: Smyslov Variation,2,Grünfeld Defense,Smyslov Variation,D98|D99,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Bg4
Russian Variation: Szabo Variation,2,Grünfeld Defense,Szabo Variation,D97,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 c6
Russian Variation: Yugoslav Variation,2,Grünfeld Defense,Yugoslav Variation,D99,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Bg4 8. Be3 Nfd7 9. Qb3 c5
Smyslov Defense,1,Grünfeld Defense,Smyslov Defense,D94,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 g6 5. Nf3 Bg7 6. Bd3 O-O 7. O-O Bg4
Stockholm Variation,1,Grünfeld Defense,Stockholm Variation,D80,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bg5
Three Knights Variation,1,Grünfeld Defense,Three Knights Variation,A56|D90|D91|D92|D93|D94|D95,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3
Three Knights Variation: Burille Variation,2,Grünfeld Defense,Burille Variation,A56|D94,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. e3
Three Knights Variation: Burille Variation: Reversed Tarrasch,3,Grünfeld Defense,Reversed Tarrasch,A56,1. d4 Nf6 2. c4 c5 3. e3 g6 4. Nc3 Bg7 5. Nf3 O-O 6. Be2 cxd4 7. exd4 d5 8. O-O Nc6
Three Knights Variation: Hungarian Attack,2,Grünfeld Defense,Hungarian Attack,D92,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Bf4
Three Knights Variation: Hungarian Variation,2,Grünfeld Defense,Hungarian Variation,D93,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Bf4 O-O 6. e3
Three Knights Variation: Paris Variation,2,Grünfeld Defense,Paris Variation,D94,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. e3 O-O 6. Bd3
Three Knights Variation: Petrosian System,2,Grünfeld Defense,Petrosian System,D91,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Bg5
Three Knights Variation: Vienna Variation,2,Grünfeld Defense,Vienna Variation,D95,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. e3 O-O 6. Qb3
Zaitsev Gambit,1,Grünfeld Defense,Zaitsev Gambit,D80,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. h4
Gunderam Defense,0,Gunderam Defense,Gunderam Defense,C40,1. e4 e5 2. Nf3 Qe7
Hippopotamus Defense,0,Hippopotamus Defense,Hippopotamus Defense,B00,1. e4 Nh6
Horwitz Defense,0,Horwitz Defense,Horwitz Defense,A40,1. d4 e6
Zilbermints Gambit,1,Horwitz Defense,Zilbermints Gambit,A40,1. d4 e6 2. c4 e5
Hungarian Opening,0,Hungarian Opening,Hungarian Opening,A00|A07,1. g3
Asten Gambit,1,Hungarian Opening,Asten Gambit,A00,1. g3 Nc6 2. Nc3 d5 3. d4 e5 4. dxe5 d4 5. Ne4 f5
Burk Gambit,1,Hungarian Opening,Burk Gambit,A00,1. g3 e5 2. a3 d5 3. Nf3 e4 4. Nh4 Be7 5. d3
Bücker Gambit,1,Hungarian Opening,Bücker Gambit,A00,1. g3 d5 2. Bg2 e5 3. b4
Catalan Formation,1,Hungarian Opening,Catalan Formation,A00,1. g3 d5 2. Bg2 e6
Dutch Defense,1,Hungarian Opening,Dutch Defense,A00,1. g3 f5
Indian Defense,1,Hungarian Opening,Indian Defense,A00,1. g3 Nf6
Myers Defense,1,Hungarian Opening,Myers Defense,A00,1. g3 g5
Pachman Gambit,1,Hungarian Opening,Pachman Gambit,A00,1. g3 f5 2. e4 fxe4 3. Qh5+ g6
Paris Gambit,1,Hungarian Opening,Paris Gambit,A00,1. g3 e5 2. Nh3 d5 3. f4 Bxh3 4. Bxh3 exf4 5. O-O
Reversed Alekhine,1,Hungarian Opening,Reversed Alekhine,A00,1. g3 e5 2. Nf3
Reversed Brooklyn Defense,1,Hungarian Opening,Reversed Brooklyn Defense,A00,1. g3 e5 2. Nf3 e4 3. Ng1 Nf6 4. b4
Reversed Brooklyn Defense: Brooklyn Benko Gambit,2,Hungarian Opening,Brooklyn Benko Gambit,A00,1. g3 e5 2. Nf3 e4 3. Ng1 Nf6 4. b4
Reversed Modern Defense,1,Hungarian Opening,Reversed Modern Defense,A00,1. g3 d5 2. Bg2 c5
Reversed Norwegian Defense,1,Hungarian Opening,Reversed Norwegian Defense,A00,1. g3 e5 2. Nf3 e4 3. Nh4
Sicilian Invitation,1,Hungarian Opening,Sicilian Invitation,A00,1. g3 c5
Slav Formation,1,Hungarian Opening,Slav Formation,A00,1. g3 d5 2. Bg2 c6
Symmetrical Variation,1,Hungarian Opening,Symmetrical Variation,A00,1. g3 g6
Van Kuijk Gambit,1,Hungarian Opening,Van Kuijk Gambit,A00,1. g3 h5 2. Nf3 h4
Wiedenhagen-Beta Gambit,1,Hungarian Opening,Wiedenhagen-Beta Gambit,A07,1. g3 d5 2. Nf3 g5
Winterberg Gambit,1,Hungarian Opening,Winterberg Gambit,A00,1. g3 d5 2. Bg2 e5 3. c4 dxc4 4. b3
Indian Defense,0,Indian Defense,Indian Defense,A43|A45|A46|A47|A48|A49|A50|A51|A52|E00|E10|E60,1. d4 Nf6
Anti-Grünfeld,1,Indian Defense,Anti-Grünfeld,E60,1. d4 Nf6 2. c4 g6 3. d5
Anti-Grünfeld: Adorjan Gambit,2,Indian Defense,Adorjan Gambit,E60,1. d4 Nf6 2. c4 g6 3. d5 b5
Anti-Grünfeld: Advance Variation,2,Indian Defense,Advance Variation,E60,1. d4 Nf6 2. c4 g6 3. d5
Anti-Grünfeld: Alekhine Variation,2,Indian Defense,Alekhine Variation,E60,1. d4 Nf6 2. c4 g6 3. f3
Anti-Grünfeld: Alekhine Variation: Leko Gambit,3,Indian Defense,Leko Gambit,E60,1. d4 Nf6 2. c4 g6 3. f3 e5
Anti-Grünfeld: Basman-Williams Attack,2,Indian Defense,Basman-Williams Attack,E60,1. d4 Nf6 2. c4 g6 3. h4
Anti-Nimzo-Indian,1,Indian Defense,Anti-Nimzo-Indian,E10,1. d4 Nf6 2. c4 e6 3. Nf3
Budapest Defense,1,Indian Defense,Budapest Defense,A51|A52,1. d4 Nf6 2. c4 e5
Budapest Defense: Adler Variation,2,Indian Defense,Adler Variation,A52,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3
Budapest Defense: Alekhine Variation,2,Indian Defense,Alekhine Variation,A52,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4
Budapest Defense: Alekhine Variation: Abonyi Variation,3,Indian Defense,Abonyi Variation,A52,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 Nxe5 5. f4 Nec6
Budapest Defense: Alekhine Variation: Tartakower Defense,3,Indian Defense,Tartakower Defense,A52,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 d6
Budapest Defense: Fajarowicz Defense,2,Indian Defense,Fajarowicz Defense,A51,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. a3 b6
Budapest Defense: Fajarowicz Defense: Bonsdorf Variation,3,Indian Defense,Bonsdorf Variation,A51,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. a3 b6
Budapest Defense: Fajarowicz Variation,2,Indian Defense,Fajarowicz Variation,A51,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4
Budapest Defense: Fajarowicz-Steiner Variation,2,Indian Defense,Fajarowicz-Steiner Variation,A51,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2
Budapest Defense: Rubinstein Variation,2,Indian Defense,Rubinstein Variation,A52,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4
Colle System,1,Indian Defense,Colle System,A48,1. d4 Nf6 2. Nf3 g6 3. e3 Bg7 4. Bd3 d6
Colle System: King's Indian Variation,2,Indian Defense,King's Indian Variation,A48,1. d4 Nf6 2. Nf3 g6 3. e3 Bg7 4. Bd3 d6
Czech-Indian,1,Indian Defense,Czech-Indian,A46,1. d4 Nf6 2. Nf3 c6
Devin Gambit,1,Indian Defense,Devin Gambit,E00,1. d4 Nf6 2. c4 e6 3. g4
Dzindzi-Indian Defense,1,Indian Defense,Dzindzi-Indian Defense,E10,1. d4 Nf6 2. c4 e6 3. Nf3 a6
Döry Indian,1,Indian Defense,Döry Indian,E10,1. d4 Nf6 2. c4 e6 3. Nf3 Ne4
Gedult Attack,1,Indian Defense,Gedult Attack,A45,1. d4 Nf6 2. f3 d5 3. g4
Gibbins-Weidenhagen Gambit,1,Indian Defense,Gibbins-Weidenhagen Gambit,A45,1. d4 Nf6 2. g4
Gibbins-Weidenhagen Gambit: Maltese Falcon,2,Indian Defense,Maltese Falcon,A45,1. d4 Nf6 2. g4 Nxg4 3. f3 Nf6 4. e4
Gibbins-Weidenhagen Gambit: Oshima Defense,2,Indian Defense,Oshima Defense,A45,1. d4 Nf6 2. g4 e5
Gibbins-Weidenhagen Gambit: Stummer Gambit,2,Indian Defense,Stummer Gambit,A45,1. d4 Nf6 2. g4 Nxg4 3. e4 d6 4. Be2 Nf6 5. Nc3
Gibbins-Weidenhagen Gambit Accepted,1,Indian Defense,Gibbins-Weidenhagen Gambit Accepted,A45,1. d4 Nf6 2. g4 Nxg4
King's Indian Variation,1,Indian Defense,King's Indian Variation,E60,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2
King's Indian Variation: Fianchetto Variation,2,Indian Defense,Fianchetto Variation,E60,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2
Knights Variation,1,Indian Defense,Knights Variation,A46,1. d4 Nf6 2. Nf3
Knights Variation: Alburt-Miles Variation,2,Indian Defense,Alburt-Miles Variation,A46,1. d4 Nf6 2. Nf3 a6
Lazard Gambit,1,Indian Defense,Lazard Gambit,A45,1. d4 Nf6 2. Nd2 e5
London System,1,Indian Defense,London System,A46,1. d4 Nf6 2. Nf3 e6 3. Bf4
Maddigan Gambit,1,Indian Defense,Maddigan Gambit,A45,1. d4 Nf6 2. Nc3 e5
Medusa Gambit,1,Indian Defense,Medusa Gambit,A50,1. d4 Nf6 2. c4 g5
Normal Variation,1,Indian Defense,Normal Variation,A50,1. d4 Nf6 2. c4
Omega Gambit,1,Indian Defense,Omega Gambit,A45,1. d4 Nf6 2. e4
Omega Gambit: Arafat Gambit,2,Indian Defense,Arafat Gambit,A45,1. d4 Nf6 2. e4 Nxe4 3. Bd3 Nf6 4. Bg5
Paleface Attack,1,Indian Defense,Paleface Attack,A45,1. d4 Nf6 2. f3 d5 3. e4
Paleface Attack: Blackmar-Diemer Gambit Deferred,2,Indian Defense,Blackmar-Diemer Gambit Deferred,A45,1. d4 Nf6 2. f3 d5 3. e4
Pawn Push Variation,1,Indian Defense,Pawn Push Variation,A45,1. d4 Nf6 2. d5
Polish Variation,1,Indian Defense,Polish Variation,A46,1. d4 Nf6 2. Nf3 b5
Przepiorka Variation,1,Indian Defense,Przepiorka Variation,A49,1. d4 Nf6 2. Nf3 g6 3. g3
Pseudo-Benko,1,Indian Defense,Pseudo-Benko,A43,1. d4 Nf6 2. Nf3 c5 3. d5 b5
Pyrenees Gambit,1,Indian Defense,Pyrenees Gambit,A50,1. d4 Nf6 2. c4 b5
Reversed Chigorin Defense,1,Indian Defense,Reversed Chigorin Defense,A45,1. d4 Nf6 2. Nc3 c5
Schnepper Gambit,1,Indian Defense,Schnepper Gambit,A47,1. d4 Nf6 2. Nf3 b6 3. c3 e5
Seirawan Attack,1,Indian Defense,Seirawan Attack,E00,1. d4 Nf6 2. c4 e6 3. Bg5
